item_name,qty_sold(kg)
Luosi Pepper (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.219
Xixia Xianggu Mushroom (2),0.195
Wuhu Green Pepper (1),0.288
Zhijiang Qinggengsanhua,0.469
High Melon (2),0.223
High Melon (2),0.257
High Melon (2),0.23
Zhuyecai,0.48
Broccoli,0.426
Wuhu Green Pepper (1),0.363
Zhuyecai,1.187
Spinach (Bag),1.0
Xixia Xianggu Mushroom (2),0.144
Cabbage Stem (Bag),1.0
Xiaoqingcai (Bag),1.0
The Local Yellow Youcai,0.666
Zhuyecai,1.136
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.46
Sweet Chinese Cabbage,0.317
The Local Yellow Youcai,0.324
Garden Chrysanthemum,0.271
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Yunnan Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Wuhu Green Pepper (1),0.213
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Caixin (Bag),1.0
Huangxincai (2),0.363
Huangxincai (2),0.377
Xixia Xianggu Mushroom (2),0.356
Caixin (Bag),1.0
Zhijiang Qinggengsanhua,0.404
Honghu Lotus Root Powder (Fenou),1.0
Needle Mushroom (Box),1.0
Broccoli,0.351
Millet Pepper (Bag),1.0
Xixia Xianggu Mushroom (2),0.25
Yunnan Lettuce (Bag),1.0
Broccoli,0.268
Yunnan Lettuce (Bag),1.0
Caixin (Bag),1.0
Cabbage Stem (Bag),1.0
Yunnan Lettuce (Bag),1.0
Broccoli,0.468
Xixia Xianggu Mushroom (2),0.322
The Local Yellow Youcai,0.45
Muercai,0.659
Xixia Xianggu Mushroom (2),0.186
Xiaozhoupi (Bag),1.0
The Local Yellow Youcai,0.234
Xixia Xianggu Mushroom (2),0.17
Yunnan Leaf Lettuce (Bag),1.0
Huangbaicai (2),0.517
Millet Pepper (Bag),1.0
The Local Yellow Youcai,0.666
Xixia Xianggu Mushroom (2),0.352
Xixia Xianggu Mushroom (2),0.093
Zhuyecai,0.556
Xixia Xianggu Mushroom (2),0.301
Red Hang Pepper (Bag),1.0
The Local Yellow Youcai,0.809
Broccoli,0.418
Green Line Pepper (Bag),1.0
Millet Pepper (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Xixia Xianggu Mushroom (2),0.322
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Huangxincai (2),0.447
Xixia Xianggu Mushroom (2),0.161
Xixia Xianggu Mushroom (2),0.212
Yunnan Leaf Lettuce (Bag),1.0
Zhuyecai,0.505
Needle Mushroom (Box),1.0
Yunnan Lettuce (Bag),1.0
The Local Yellow Youcai,0.216
The Local Yellow Youcai,0.378
Hongshujian,0.253
Huangbaicai (2),0.374
Luosi Pepper (Bag),1.0
The Local Yellow Youcai,0.558
Wuhu Green Pepper (1),0.295
Cabbage Stem (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.558
The Local Yellow Youcai,0.36
Spinach (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.244
Red Pepper (2),0.248
Wuhu Green Pepper (1),0.207
Xixia Xianggu Mushroom (2),0.11
Garden Chrysanthemum,0.191
Xiaozhoupi (Bag),1.0
Ginger And Xiaomijiao Mix (Small Bag),1.0
Broccoli,0.41
Broccoli,0.527
Xixia Xianggu Mushroom (2),0.178
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Zhijiang Qinggengsanhua,0.426
Haixian Mushroom (Bag),1.0
Broccoli,1.254
Yunnan Lettuce (Bag),1.0
Broccoli,0.418
Yuxingcao (Bag),1.0
Zhijiang Qinggengsanhua,0.535
Luosi Pepper (Bag),1.0
Red Pepper (2),0.177
Green Hot Peppers (Bag),1.0
Huangbaicai (2),0.445
Wuhu Green Pepper (1),0.219
Cabbage Stem (Bag),1.0
Sweet Chinese Cabbage,0.513
Shanghai Green (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Needle Mushroom (2),0.464
Zhijiang Qinggengsanhua,0.622
Zhijiang Qinggengsanhua,0.448
Zhijiang Qinggengsanhua,0.404
High Melon (2),0.172
Zhuyecai,0.53
Needle Mushroom (Box),1.0
Yunnan Leaf Lettuce (Bag),1.0
7 Colour Pepper (2),0.18
Wuhu Green Pepper (1),0.338
Needle Mushroom (Box),1.0
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.393
Wuhu Green Pepper (1),0.144
Millet Pepper (Bag),1.0
Xixia Xianggu Mushroom (2),0.25
Honghu Lotus Root Powder (Fenou),1.0
Broccoli,0.443
Caidian Quinoa Artemisia,0.283
Broccoli,0.87
The Local Yellow Youcai,0.45
Broccoli,0.585
Xixia Xianggu Mushroom (2),0.199
Broccoli,0.351
Cabbage Stem (Bag),1.0
Cabbage Stem (Bag),1.0
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Zhijiang Qinggengsanhua,0.426
Yunnan Lettuce (Bag),1.0
Spinach (Bag),1.0
Xiaoqingcai (Bag),1.0
Spinach (Bag),1.0
Spinach (Bag),1.0
Foreign Garland Chrysanthemum  (Bag),1.0
Zhijiang Qinggengsanhua,0.655
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Needle Mushroom (2),0.353
Zhuyecai,0.404
Garden Chrysanthemum,0.422
Huangxincai (2),0.503
Fresh Edible Fungus (Bag),1.0
Haixian Mushroom (Bag),1.0
Broccoli,0.418
Xixia Xianggu Mushroom (2),0.127
Wuhu Green Pepper (1),0.307
Wuhu Green Pepper (1),0.219
Wuhu Green Pepper (1),0.182
The Local Yellow Youcai,0.648
Red Hang Pepper (Bag),1.0
Haixian Mushroom (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.502
Wuhu Green Pepper (1),0.351
Xiaoqingcai (Bag),1.0
Red Pepper (2),0.207
Xixia Xianggu Mushroom (2),0.373
Xixia Xianggu Mushroom (2),0.14
Huangbaicai (2),0.503
Huangxincai (2),0.377
Xixia Xianggu Mushroom (2),0.47
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Zhijiang Qinggengsanhua,0.764
Honghu Lotus Root Powder (Fenou),1.0
Xixia Xianggu Mushroom (2),0.178
Green Hot Peppers (Bag),1.0
Red Pepper (2),0.217
Yunnan Lettuce (Bag),1.0
Spinach (Bag),1.0
Ginger And Xiaomijiao Mix (Small Bag),1.0
Cabbage Stem (Bag),1.0
Millet Pepper (Bag),1.0
Xixia Xianggu Mushroom (2),0.17
Green Hot Peppers (Bag),1.0
Red Pepper (2),0.217
Yunnan Leaf Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Zhuyecai,0.783
Caidian Quinoa Artemisia,0.207
Caidian Quinoa Artemisia,0.253
Broccoli,0.477
Yuxingcao (Bag),1.0
Wuhu Green Pepper (1),0.169
7 Colour Pepper (2),0.152
Ginger And Xiaomijiao Mix (Small Bag),1.0
Hongshujian,0.253
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yuxingcao (Bag),1.0
Needle Mushroom (Box),1.0
Cabbage Stem (Bag),1.0
Needle Mushroom (Box),1.0
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.437
Cabbage Stem (Bag),1.0
High Melon (2),0.267
Xiaozhoupi (Bag),1.0
Xixia Xianggu Mushroom (2),0.153
Needle Mushroom (Box),1.0
Yunnan Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.363
Caidian Quinoa Artemisia,0.354
Caidian Quinoa Artemisia,0.147
High Melon (2),0.213
Xiaoqingcai (Bag),1.0
Xiaozhoupi (Bag),1.0
Luosi Pepper (Bag),1.0
Zhuyecai,0.379
Broccoli,0.502
Zhuyecai,0.379
Red Pepper (2),0.197
Xiaoqingcai (Bag),1.0
Wuhu Green Pepper (1),0.583
Yunnan Leaf Lettuce (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Xiaoqingcai (Bag),1.0
Xixia Xianggu Mushroom (2),0.339
Zhijiang Qinggengsanhua,0.633
Yunnan Lettuce (Bag),1.0
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Xixia Xianggu Mushroom (2),0.309
Huangbaicai (2),0.747
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Garden Chrysanthemum,0.191
Wuhu Green Pepper (1),0.213
Xiaoqingcai (Bag),1.0
Wuhu Green Pepper (1),0.288
Millet Pepper (Bag),1.0
High Melon (2),0.22
Xixia Xianggu Mushroom (2),0.381
Xiaoqingcai (Bag),1.0
Zhijiang Qinggengsanhua,0.426
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Spinach (Bag),1.0
Wuhu Green Pepper (1),0.238
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Huangbaicai (2),0.647
Huangbaicai (2),0.474
Garden Chrysanthemum,0.331
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Huangbaicai (2),0.56
Hongshujian,0.505
Zhijiang Qinggengsanhua,0.513
Broccoli,0.452
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.468
Caixin (Bag),1.0
Cabbage Stem (Bag),1.0
Zhijiang Qinggengsanhua,0.524
Wuhu Green Pepper (1),0.207
Red Hang Pepper (Bag),1.0
Zhuyecai,0.303
Broccoli,0.594
Wuhu Green Pepper (1),0.476
Xiaozhoupi (Bag),1.0
Broccoli,0.51
Millet Pepper (Bag),1.0
Needle Mushroom (Box),1.0
Millet Pepper (Bag),1.0
Foreign Garland Chrysanthemum  (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Yunnan Lettuce (Bag),1.0
Broccoli,0.468
Xiaozhoupi (Bag),1.0
Needle Mushroom (Box),1.0
Zhuyecai,0.556
High Melon (2),0.179
Zhijiang Qinggengsanhua,0.382
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.182
Ginger And Xiaomijiao Mix (Small Bag),1.0
Millet Pepper (Bag),1.0
Xixia Xianggu Mushroom (2),0.186
Xixia Xianggu Mushroom (2),0.11
Millet Pepper (Bag),1.0
Wuhu Green Pepper (1),0.37
Broccoli,0.477
Yunnan Lettuce (Bag),1.0
Fresh Edible Fungus (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Xixia Xianggu Mushroom (2),0.275
Red Pepper (2),0.207
Yunnan Lettuce (Bag),1.0
Luosi Pepper (Bag),1.0
Huangbaicai (2),0.532
Huangxincai (2),0.237
Huangxincai (2),0.126
Zhijiang Qinggengsanhua,0.317
Zhijiang Qinggengsanhua,0.349
Red Bell Pepper (2),0.202
Sweet Chinese Cabbage,0.71
Huangbaicai (2),0.589
Xixia Xianggu Mushroom (2),0.259
Xixia Xianggu Mushroom (2),0.242
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Hongshujian,0.48
Red Pepper (2),0.202
High Melon (2),0.237
Broccoli,0.368
Zhijiang Qinggengsanhua,0.677
Jigu (Bag),1.0
Spinach (Bag),1.0
Cabbage Stem (Bag),1.0
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Needle Mushroom (Box),1.0
Xixia Xianggu Mushroom (2),0.216
Xixia Xianggu Mushroom (2),0.263
Broccoli,0.41
Xixia Xianggu Mushroom (2),0.216
Cabbage Stem (Bag),1.0
Huangbaicai (2),0.417
Caixin (Bag),1.0
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Garden Chrysanthemum,0.663
Needle Mushroom (Box),1.0
Xiaoqingcai (Bag),1.0
Xixia Xianggu Mushroom (2),0.25
Yunnan Lettuce (Bag),1.0
Red Pepper (2),0.222
Caixin (Bag),1.0
Huangbaicai (2),0.503
Huangbaicai (2),0.445
Xiaozhoupi (Bag),1.0
Red Pepper (2),0.197
Xixia Xianggu Mushroom (2),0.165
Caixin (Bag),1.0
The Local Yellow Youcai,0.468
Broccoli,0.51
Xixia Xianggu Mushroom (2),0.208
Caixin (Bag),1.0
Cabbage Stem (Bag),1.0
Garden Chrysanthemum,0.412
Xiaoqingcai (Bag),1.0
Haixian Mushroom (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Wuhu Green Pepper (1),0.157
Broccoli,0.435
Zhijiang Qinggengsanhua,0.677
High Melon (2),0.189
Needle Mushroom (Box),1.0
Huangbaicai (2),0.474
Xiaoqingcai (Bag),1.0
Xixia Xianggu Mushroom (2),0.28
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Xixia Xianggu Mushroom (2),0.297
Xixia Xianggu Mushroom (2),0.195
Millet Pepper (Bag),1.0
Wuhu Green Pepper (1),0.144
Red Pepper (2),0.202
Millet Pepper (Bag),1.0
Zhijiang Qinggengsanhua,0.502
Xixia Xianggu Mushroom (2),0.216
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.493
Wuhu Green Pepper (1),0.501
Millet Pepper (Bag),1.0
Garden Chrysanthemum,0.452
Broccoli,0.41
Millet Pepper (Bag),1.0
High Melon (2),0.291
Millet Pepper (Bag),1.0
Needle Mushroom (Box),1.0
Xiaozhoupi (Bag),1.0
Cabbage Stem (Bag),1.0
Broccoli,0.452
Yunnan Lettuce (Bag),1.0
Huangbaicai (2),0.359
Huangbaicai (2),0.259
Huangbaicai (2),0.316
Yunnan Lettuce (Bag),1.0
Sweet Chinese Cabbage,0.622
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Xixia Xianggu Mushroom (2),0.182
Huangbaicai (2),0.374
Huangbaicai (2),0.287
Huangbaicai (2),0.331
Wuhu Green Pepper (1),0.207
Yunnan Shengcai,0.401
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.535
Garden Chrysanthemum,0.512
Sweet Chinese Cabbage,0.502
Huangxincai (2),0.545
Needle Mushroom (2),0.427
Broccoli,0.544
Yunnan Leaf Lettuce (Bag),1.0
Garden Chrysanthemum,0.532
Yunnan Lettuce (Bag),1.0
Red Hang Pepper (Bag),1.0
Ginger And Xiaomijiao Mix (Small Bag),1.0
Wuhu Green Pepper (1),0.276
Needle Mushroom (Box),1.0
Millet Pepper (Bag),1.0
Yunnan Shengcai,0.117
Zhijiang Qinggengsanhua,0.393
Huangbaicai (2),0.345
Xiaozhoupi (Bag),1.0
Broccoli,0.769
Wuhu Green Pepper (1),0.257
Huangbaicai (2),0.489
Yuxingcao (Bag),1.0
Xiaozhoupi (Bag),1.0
Caidian Quinoa Artemisia,0.283
Wuhu Green Pepper (1),0.332
Broccoli,0.401
High Melon (2),0.199
Jigu (Bag),1.0
Yunnan Shengcai,0.134
Zhijiang Qinggengsanhua,0.415
Yunnan Leaf Lettuce (Bag),1.0
Huangbaicai (2),0.445
Yunnan Shengcai,0.343
Garden Chrysanthemum,0.402
Millet Pepper (Bag),1.0
Huangbaicai (2),0.302
Wuhu Green Pepper (1),0.338
Spinach (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Yunnan Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Shanghai Green (Bag),1.0
Red Hang Pepper (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.376
High Melon (2),0.216
Jigu (Bag),1.0
High Melon (2),0.284
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Sweet Chinese Cabbage,0.546
Huangbaicai (2),0.345
Sweet Chinese Cabbage,0.611
Needle Mushroom (Box),1.0
Broccoli,0.46
Luosi Pepper (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xixia Xianggu Mushroom (2),0.165
Shanghai Green (Bag),1.0
Xixia Xianggu Mushroom (2),0.25
Xixia Xianggu Mushroom (2),0.237
Yunnan Lettuce (Bag),1.0
Needle Mushroom (Box),1.0
Zhijiang Qinggengsanhua,0.513
Xixia Xianggu Mushroom (2),0.106
Xixia Xianggu Mushroom (2),0.233
Yunnan Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Xiaozhoupi (Bag),1.0
Needle Mushroom (Box),1.0
Yunnan Lettuce (Bag),1.0
Huangbaicai (2),0.259
Huangbaicai (2),0.144
Yunnan Leaf Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Shengcai,0.778
Jigu (Bag),1.0
Xixia Xianggu Mushroom (2),0.208
Net Lotus Root (3),0.516
Net Lotus Root (3),0.556
Yunnan Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Shanghai Green (Bag),1.0
High Melon (2),0.25
High Melon (2),0.216
Red Hang Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Huangbaicai (2),0.331
Yunnan Leaf Lettuce (Bag),1.0
Huangbaicai (2),0.445
Huangbaicai (2),0.445
Shanghai Green (Bag),1.0
Yunnan Lettuce (Bag),1.0
Caixin (Bag),1.0
Needle Mushroom (Box),1.0
Huangbaicai (2),0.402
Huangbaicai (2),0.474
Naibaicai,0.025
Xiaozhoupi (Bag),1.0
Caidian Quinoa Artemisia,0.227
Caidian Quinoa Artemisia,0.278
Yunnan Leaf Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Xiaozhoupi (Bag),1.0
Wuhu Green Pepper (1),0.295
Sweet Chinese Cabbage,0.502
Jigu (Bag),1.0
Needle Mushroom (Box),1.0
Yunnan Leaf Lettuce (Bag),1.0
Caidian Quinoa Artemisia,0.374
Needle Mushroom (2),0.459
Caidian Quinoa Artemisia,0.278
Zhijiang Qinggengsanhua,0.524
Huangbaicai (2),0.546
Huangbaicai (2),0.46
Wuhu Green Pepper (1),0.407
Jigu (Bag),1.0
Caixin (Bag),1.0
Yunnan Lettuce (Bag),1.0
Huangbaicai (2),0.331
High Melon (2),0.21
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.36
Huangbaicai (2),0.259
Yunnan Leaf Lettuce (Bag),1.0
Shanghai Green (Bag),1.0
Yuxingcao (Bag),1.0
Huangbaicai (2),0.187
Huangbaicai (2),0.287
Green Hot Peppers (Bag),1.0
High Melon (2),0.328
Xiaozhoupi (Bag),1.0
Shanghai Green (Bag),1.0
Xiaozhoupi (Bag),1.0
Shanghai Green (Bag),1.0
Millet Pepper (Bag),1.0
Luosi Pepper (Bag),1.0
Red Pepper (2),0.212
Green Hot Peppers (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Xixia Xianggu Mushroom (2),0.25
Sweet Chinese Cabbage,0.841
Huangbaicai (2),0.302
Huangbaicai (2),0.345
High Melon (2),0.206
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.6
High Melon (2),0.294
Huangbaicai (2),0.56
Fresh Edible Fungus (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Caixin (Bag),1.0
Luosi Pepper (Bag),1.0
Xixia Xianggu Mushroom (2),0.216
High Melon (2),0.237
Jigu (Bag),1.0
Wuhu Green Pepper (1),0.269
Huangxincai (2),0.656
High Melon (2),0.182
Huangbaicai (2),0.388
Yunnan Leaf Lettuce (Bag),1.0
Green Hot Peppers (Bag),1.0
Luosi Pepper (Bag),1.0
Needle Mushroom (2),0.422
Yunnan Lettuce (Bag),1.0
High Melon (2),0.257
Yunnan Lettuce (Bag),1.0
Spinach (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Xixia Xianggu Mushroom (2),0.237
Huangbaicai (2),0.47
Caixin (Bag),1.0
Millet Pepper (Bag),1.0
Red Pepper (2),0.217
Wuhu Green Pepper (1),0.338
Zhijiang Qinggengsanhua,0.513
Xixia Xianggu Mushroom (2),0.259
High Melon (2),0.23
Caixin (Bag),1.0
Hongshujian,0.253
Cabbage Stem (Bag),1.0
Garden Chrysanthemum,0.44
Muercai,0.736
Spinach (Bag),1.0
Yuxingcao (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Jigu (Bag),1.0
Zhijiang Qinggengsanhua,0.295
Broccoli,0.769
Yunnan Lettuce (Bag),1.0
Zhuyecai,0.505
Zhijiang Qinggengsanhua,0.524
Hongshujian,0.53
Yunnan Leaf Lettuce (Bag),1.0
The Local Yellow Youcai,0.198
Spinach (Bag),1.0
Millet Pepper (Bag),1.0
Garden Chrysanthemum,0.264
Needle Mushroom (2),0.406
Honghu Lotus Root Powder (Fenou),1.0
Garden Chrysanthemum,0.415
The Local Yellow Youcai,0.27
Zhijiang Qinggengsanhua,0.513
Yunnan Leaf Lettuce (Bag),1.0
Zhuyecai,0.48
Xixia Xianggu Mushroom (2),0.326
Xixia Xianggu Mushroom (2),0.195
Caidian Quinoa Artemisia,0.303
Sweet Chinese Cabbage,0.546
Sweet Chinese Cabbage,0.437
Zhuyecai,0.48
Wuhu Green Pepper (1),0.295
Xixia Xianggu Mushroom (2),0.11
Wuhu Green Pepper (1),0.088
Xixia Xianggu Mushroom (2),0.102
Haixian Mushroom (Bag),1.0
High Melon (2),0.213
Garden Chrysanthemum,0.465
Cabbage Stem (Bag),1.0
Zhuyecai,0.48
Zhijiang Qinggengsanhua,0.546
High Melon (2),0.213
Yunnan Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.764
The Local Yellow Youcai,1.061
Zhijiang Qinggengsanhua,0.328
The Local Yellow Youcai,0.666
Garden Chrysanthemum,0.528
Xixia Xianggu Mushroom (2),0.131
Broccoli,0.544
Wuhu Green Pepper (1),0.326
Zhuyecai,0.455
Wuhu Green Pepper (1),0.169
Needle Mushroom (Box),1.0
Red Hang Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Red Hang Pepper (Bag),1.0
Yunnan Lettuce (Bag),1.0
Net Lotus Root (3),0.529
Xiaozhoupi (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Sweet Chinese Cabbage,0.841
Xixia Xianggu Mushroom (2),0.212
Garden Chrysanthemum,0.716
Broccoli,0.502
Zhijiang Qinggengsanhua,0.338
Xixia Xianggu Mushroom (2),0.191
Broccoli,0.36
Xiaoqingcai (Bag),1.0
Xiaozhoupi (Bag),1.0
Apricot Bao Mushroom (2),0.361
Broccoli,0.535
Foreign Garland Chrysanthemum  (Bag),1.0
Cabbage Stem (Bag),1.0
Huangbaicai (2),0.269
Zhijiang Qinggengsanhua,0.393
Jigu (Bag),1.0
Hongshujian,0.505
Xiaozhoupi (Bag),1.0
Needle Mushroom (2),0.343
Needle Mushroom (2),0.248
Yunnan Leaf Lettuce (Bag),1.0
Needle Mushroom (2),0.253
Cabbage Stem (Bag),1.0
The Local Yellow Youcai,0.63
Hongshujian,0.278
Red Hot Peppers (Bag),1.0
Needle Mushroom (2),0.406
Zhijiang Qinggengsanhua,0.404
Yunnan Lettuce (Bag),1.0
Spinach (Bag),1.0
Zhijiang Qinggengsanhua,0.338
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Xiaozhoupi (Bag),1.0
Xixia Xianggu Mushroom (2),0.195
Cabbage Stem (Bag),1.0
Millet Pepper (Bag),1.0
Apricot Bao Mushroom (2),0.374
Apricot Bao Mushroom (2),0.374
Zhijiang Qinggengsanhua,0.721
Xixia Xianggu Mushroom (2),0.242
Xiaoqingcai (Bag),1.0
Spinach (Bag),1.0
Hongshujian,0.253
Wuhu Green Pepper (1),0.219
Broccoli,0.343
Apricot Bao Mushroom (2),0.247
Yunnan Lettuce (Bag),1.0
Net Lotus Root (3),0.595
Zhijiang Qinggengsanhua,0.295
Jigu (Bag),1.0
Needle Mushroom (Box),1.0
Needle Mushroom (Box),1.0
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Zhijiang Qinggengsanhua,0.404
Xiaozhoupi (Bag),1.0
Green Hot Peppers (Bag),1.0
Red Pepper (2),0.248
Xiaozhoupi (Bag),1.0
The Local Yellow Youcai,0.648
Wuhu Green Pepper (1),0.288
Green Hot Peppers (Bag),1.0
The Local Yellow Youcai,0.576
Zhuyecai,0.505
Zhijiang Qinggengsanhua,0.393
Garden Chrysanthemum,0.289
Wuhu Green Pepper (1),0.602
Xixia Xianggu Mushroom (2),0.343
Yunnan Leaf Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Needle Mushroom (2),0.469
Broccoli,0.368
Caidian Quinoa Artemisia,0.253
Zhijiang Qinggengsanhua,0.306
The Local Yellow Youcai,0.36
Millet Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Broccoli,0.585
Broccoli,0.418
Broccoli,0.343
Zhuyecai,0.379
Broccoli,0.56
The Local Yellow Youcai,0.881
Broccoli,0.401
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.401
Zhuyecai,0.505
Red Pepper (2),0.177
The Local Yellow Youcai,0.306
Zhijiang Qinggengsanhua,0.295
Zhijiang Qinggengsanhua,0.36
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.546
Apricot Bao Mushroom (2),0.381
Wuhu Green Pepper (1),0.382
Garden Chrysanthemum,0.766
Needle Mushroom (2),0.496
Xiaozhoupi (Bag),1.0
Huangbaicai (2),0.386
Cabbage Stem (Bag),1.0
Broccoli,0.493
Spinach (Bag),1.0
Spinach (Bag),1.0
Xixia Xianggu Mushroom (2),0.123
Wuhu Green Pepper (1),0.414
Broccoli,0.544
Foreign Garland Chrysanthemum  (Bag),1.0
Spinach (Bag),1.0
Cabbage Stem (Bag),1.0
Zhijiang Qinggengsanhua,0.731
Yunnan Leaf Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Zhijiang Qinggengsanhua,0.338
Yunnan Lettuce (Bag),1.0
Green Hot Peppers (Bag),1.0
Xiaozhoupi (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.382
Zhijiang Qinggengsanhua,0.448
Xixia Xianggu Mushroom (2),0.165
Zhijiang Qinggengsanhua,0.459
Wuhu Green Pepper (1),0.426
Yunnan Leaf Lettuce (Bag),1.0
Caixin (Bag),1.0
The Local Yellow Youcai,0.27
Xixia Xianggu Mushroom (2),0.068
Yunnan Lettuce (Bag),1.0
Broccoli,0.284
Broccoli,0.46
The Local Yellow Youcai,0.648
Wuhu Green Pepper (1),0.288
Zhuyecai,0.53
Wuhu Green Pepper (1),0.276
Zhijiang Qinggengsanhua,0.513
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.535
Huangxincai (2),0.349
Cabbage Stem (Bag),1.0
Xixia Xianggu Mushroom (2),0.343
Huangbaicai (2),0.386
Huangbaicai (2),0.42
Haixian Mushroom (Bag),1.0
Apricot Bao Mushroom (2),0.328
Zhijiang Qinggengsanhua,0.382
Ginger And Xiaomijiao Mix (Small Bag),1.0
Fresh Edible Fungus (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.602
Xiaozhoupi (Bag),1.0
Red Pepper (2),0.187
